VehicleName,TimeStamp,POS_X,POS_Y,POS_Z,Q_W,Q_X,Q_Y,Q_Z
Target,1765460306236,-92.52828979492188,178.9527587890625,-124.2370376586914,0.9395832419395447,-0.2372482717037201,-0.24516570568084717,-0.02811559848487377
Chaser,1765460306964,0.0,0.0,-0.8614901304244995,-0.9353859424591064,0.0,0.0,-0.35362857580184937
Target,1765460306964,-94.85814666748047,184.64952087402344,-126.07698059082031,0.9236668348312378,-0.25472185015678406,-0.2849963903427124,-0.027080649510025978
Chaser,1765460307762,0.0,0.0,-0.8612775802612305,-0.9352426528930664,0.0,0.0,-0.35400739312171936
Target,1765460307762,-95.14891052246094,188.01039123535156,-124.87665557861328,0.9394064545631409,-0.2673337161540985,-0.2080603539943695,-0.05252733454108238
Chaser,1765460308501,0.0,0.0,-0.8612140417098999,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460308501,-93.6419906616211,188.4608154296875,-122.84717559814453,0.969102144241333,-0.22146274149417877,-0.05975373461842537,-0.09069080650806427
Chaser,1765460309205,0.0,0.0,-0.8611916899681091,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460309205,-91.70856475830078,186.02902221679688,-122.0855941772461,0.9810724258422852,-0.10258360952138901,0.10608188062906265,-0.12538012862205505
Chaser,1765460309906,0.0,0.0,-0.861181378364563,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460309906,-90.94245147705078,182.51869201660156,-122.17430114746094,0.9840294718742371,-0.03711695224046707,0.10953220725059509,-0.13531868159770966
Chaser,1765460310597,0.0,0.0,-0.8611798286437988,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460310597,-91.17776489257812,178.8657989501953,-122.19637298583984,0.9900821447372437,0.0021202547941356897,0.03307165205478668,-0.13652539253234863
Chaser,1765460311281,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460311281,-91.64646911621094,175.64295959472656,-122.76737213134766,0.9702178835868835,0.19258654117584229,-0.047604385763406754,-0.1390017718076706
Chaser,1765460311964,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460311964,-91.57007598876953,173.8700408935547,-122.94506072998047,0.9695701003074646,0.19914638996124268,-0.04009085148572922,-0.13662812113761902
Chaser,1765460312656,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460312656,-90.97125244140625,173.7059783935547,-122.53474426269531,0.9837336540222168,0.12263290584087372,0.011320559307932854,-0.13077141344547272
Chaser,1765460313336,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460313336,-90.33116912841797,174.6829833984375,-122.34164428710938,0.9907646179199219,0.008342362008988857,0.05415227264165878,-0.12402992695569992
Chaser,1765460314010,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460314010,-90.14671325683594,175.841064453125,-122.405029296875,0.9890656471252441,-0.07199276238679886,0.04979153349995613,-0.1186886802315712
Chaser,1765460314693,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460314693,-90.45608520507812,176.45846557617188,-122.40560913085938,0.9901366233825684,-0.07909472286701202,0.010424735955893993,-0.11517352610826492
Chaser,1765460315375,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460315375,-90.93941497802734,176.40789794921875,-122.35746765136719,0.9924948811531067,-0.03965730220079422,-0.026920238509774208,-0.11250126361846924
Chaser,1765460316055,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460316055,-91.23882293701172,175.9759979248047,-122.34589385986328,0.9931540489196777,0.007264858111739159,-0.036799345165491104,-0.11062563210725784
Chaser,1765460316733,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460316733,-91.19334411621094,175.50906372070312,-122.34796905517578,0.993306577205658,0.033460360020399094,-0.016572140157222748,-0.10930611193180084
Chaser,1765460317534,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460317534,-90.94718170166016,175.38441467285156,-122.34151458740234,0.993710994720459,0.026428453624248505,0.007358811795711517,-0.10856238752603531
Chaser,1765460318231,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460318231,-90.74839782714844,175.48573303222656,-122.33736419677734,0.9939343929290771,0.008359996601939201,0.018453488126397133,-0.1080932542681694
Chaser,1765460318856,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460318856,-90.6744384765625,175.6871337890625,-122.33667755126953,0.9940164685249329,-0.009005370549857616,0.015443015843629837,-0.10775773972272873
Chaser,1765460319554,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460319554,-90.78006744384766,175.84518432617188,-122.33479309082031,0.9941081404685974,-0.013812924735248089,0.00046421520528383553,-0.10750827938318253
Chaser,1765460320435,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460320435,-90.9039535522461,175.83006286621094,-122.33446502685547,0.99416583776474,-0.006262676324695349,-0.008078789338469505,-0.10737717151641846
Chaser,1765460321170,0.0,0.0,-0.8611785769462585,-0.9352353811264038,0.0,0.0,-0.354026734828949
Target,1765460321170,-90.95817565917969,175.74432373046875,-122.33434295654297,0.9941911697387695,0.002370227361097932,-0.00809812918305397,-0.10729740560054779
